COD_RUBRICA;DESCR_RUBRICA
90099100175;Índice/Ref. Guarda valor do 175
90099100200;Índice/Ref. PENSÃO 13º - 1º PARCELA
90099100212;Índice/Ref. Backup 212
90099100214;Índice/Ref. Somatorio Revalorizao 214
90099100223;Índice/Ref. Somatorio para calculo do 223
90099100286;Índice/Ref. Backup 286
90099100291;Índice/Ref. Verifica os dias de afastamento p/ evento 291
90099100292;Índice/Ref. GRAT.PM LEI 13749/03 - Integral
90099100310;Índice/Ref. Base previdencia
90099100311;Índice/Ref. Valor previdencia
90099100315;Índice/Ref. Função em exercício valor mensal
90099100318;Índice/Ref. Formula do IRM
90099100319;Índice/Ref. Gliep Integral
90099100320;Índice/Ref. Gliep - CLT Integral (Ferias)
90099100321;Índice/Ref. FG EM FERIAS
90099100329;Índice/Ref. Evento 329 integral
90099100330;Índice/Ref. Acerto DIRF - desconta IR
90099100331;Índice/Ref. Acerto DIRF - desconto Prev 13º
90099100332;Índice/Ref. Acerto DIRF - desconto 13º
90099100333;Índice/Ref. Acerto DIRF - soma 13º
90099100334;Índice/Ref. Acerto DIRF - desconto Prev
90099100335;Índice/Ref. Acerto DIRF só comprovante - desconto 13º
90099100336;Índice/Ref. Acerto DIRF - soma dependente
90099100337;Índice/Ref. Acerto DIRF só comprovante - soma 13º
90099100338;Índice/Ref. Acerto DIRF - soma IR
90099100339;Índice/Ref. Acerto DIRF - só comprovante - soma prev
90099100390;Índice/Ref. Somatório de FGs permanentes
90099100392;Índice/Ref. FG-3 PERMANENTE ( verificacao)
90099100442;Índice/Ref. Pensão Aliment 1º Parc 13º Sal
90099100605;Índice/Ref. DESCONTO DE TETO FERIAS INDENIZADAS
90099100800;Índice/Ref. Limite p/ 570 - eventos outros orgaos
90099100801;Índice/Ref. 801 - rend. tribut. NEGATIVO
90099100806;Índice/Ref. 806 - Base calc. IRRF NEGATIVO
90099100900;Índice/Ref. Somatorio p/Formulas
90099100901;Índice/Ref. Somatorio p/Formulas
90099100902;Índice/Ref. Evento Intermediario
90099100903;Índice/Ref. SOMATORIO
90099100990;Índice/Ref. VALOR EVENTO 291 P/ RESCISAO
90099100991;Índice/Ref. Somatorio
90099100992;Índice/Ref. SOMATORIO
90099100993;Índice/Ref. Valor do Teto Salarial
90099100994;Índice/Ref. Total de vencimentos para teto
90099100995;Índice/Ref. Valor do Teto Salarial
90099100996;Índice/Ref. Salário Mínimo Referencia
90099100997;Índice/Ref. Remuneração Mensal
90099100998;Índice/Ref. PENSAO CREDITO
90099100999;Índice/Ref. SOMATORIO
90099101319;Índice/Ref. Gliep p/ 13
90099101595;Índice/Ref. Base Prev. Social Anterior
90099102184;Índice/Ref. Base FG - exonerados
90099102214;Índice/Ref. Gliep  evento 214 sem Revalorizacao
90099102319;Índice/Ref. Gliep sem Revalorizacao
90099102412;Índice/Ref. BASE FGTS 13º SEFIP COMP.12
90099102415;Índice/Ref. DIRF2010 - DESCONTO 33 10911
90099102416;Índice/Ref. DIRF2010 - ADTO 13º APOSENTADO
90099102417;Índice/Ref. Rend. tributavel CLT - Ev. 802 + Ev. 806
90099102418;Índice/Ref. Abate Prev.Privada (empresa 23) afast 7
90099104570;Índice/Ref. Guarda índice do 4570
90099106570;Índice/Ref. Guarda índice do 6570
90099110291;Índice/Ref. GNA - GV - Integral (Processo de cálculo)
90099200303;Índice/Ref. Guarda abono de permanencia
90099200304;Índice/Ref. Previdência Estagiário eSocial - Vínculos
90099999990;Índice/Ref. Base Liquido Férias eSocial
